Country,Year,fertility,life,population,child_mortality,gdp,region
Denmark,1992,1.76,75.3,5172040,7.9,34152,Europe & Central Asia
Denmark,1993,1.75,75.3,5191370,7.4,34008,Europe & Central Asia
Denmark,1994,1.81,75.5,5212071,6.9,35766,Europe & Central Asia
Denmark,1995,1.81,75.4,5233364,6.5,36670,Europe & Central Asia
Denmark,1996,1.75,75.7,5255213,6.2,37521,Europe & Central Asia
Denmark,1997,1.75,76.1,5277572,6.0,38584,Europe & Central Asia
Denmark,1998,1.72,76.5,5299649,5.8,39297,Europe & Central Asia
Denmark,1999,1.74,76.7,5320488,5.7,40321,Europe & Central Asia
Denmark,2000,1.77,76.9,5339501,5.6,41693,Europe & Central Asia
Denmark,2001,1.75,77.1,5356055,5.5,41886,Europe & Central Asia
Denmark,2002,1.72,77.2,5370507,5.4,41947,Europe & Central Asia
Denmark,2003,1.76,77.8,5384487,5.3,41996,Europe & Central Asia
Denmark,2004,1.78,77.6,5400280,5.1,42993,Europe & Central Asia
Denmark,2005,1.80,78.3,5419444,4.9,43919,Europe & Central Asia
Denmark,2006,1.85,78.3,5442644,4.7,45437,Europe & Central Asia
Denmark,2007,1.85,78.4,5469130,4.5,45609,Europe & Central Asia
Denmark,2008,1.89,78.4,5497312,4.3,45017,Europe & Central Asia
Denmark,2009,1.84,78.8,5524874,4.2,42498,Europe & Central Asia
Denmark,2010,1.88,79.0,5550142,4.0,42997,Europe & Central Asia
Denmark,2011,1.76,79.1,5572594,3.9,43314,Europe & Central Asia
Denmark,2012,1.73,79.3,5592738,3.8,42869,Europe & Central Asia
Denmark,2013,1.88,79.4,5611187,3.7,42483,Europe & Central Asia
Djibouti,1964,6.60,45.7,109222,208.8,3700,Middle East & North Africa
Djibouti,1965,6.63,46.2,116706,202.3,3693,Middle East & North Africa
Djibouti,1966,6.67,46.7,124688,195.9,3708,Middle East & North Africa
Djibouti,1967,6.70,47.2,133253,193.6,3701,Middle East & North Africa
Djibouti,1968,6.74,47.8,142320,191.4,3676,Middle East & North Africa
Djibouti,1969,6.77,48.5,151782,189.2,3668,Middle East & North Africa
Djibouti,1970,6.80,49.2,161622,187.0,4357,Middle East & North Africa
Djibouti,1971,6.83,49.8,171519,184.8,4510,Middle East & North Africa
Djibouti,1972,6.84,50.4,181622,182.6,4529,Middle East & North Africa
Djibouti,1973,6.83,51.0,192922,180.5,4602,Middle East & North Africa
Djibouti,1974,6.82,51.4,206763,178.4,4381,Middle East & North Africa
Djibouti,1975,6.78,51.8,223963,176.4,4350,Middle East & North Africa
Djibouti,1976,6.73,52.2,245326,174.3,4538,Middle East & North Africa
Djibouti,1977,6.67,52.5,270222,169.4,3779,Middle East & North Africa
Djibouti,1978,6.60,52.9,296307,164.7,3632,Middle East & North Africa
Djibouti,1979,6.52,53.2,320332,160.1,3555,Middle East & North Africa
Djibouti,1980,6.44,53.6,340133,155.8,3500,Middle East & North Africa
Djibouti,1981,6.37,54.0,354304,151.7,3526,Middle East & North Africa
Djibouti,1982,6.32,54.5,363940,147.4,3531,Middle East & North Africa
Djibouti,1983,6.27,54.8,372386,143.3,3461,Middle East & North Africa
Djibouti,1984,6.24,55.2,384409,139.3,3795,Middle East & North Africa
Djibouti,1985,6.22,55.5,403221,135.3,3704,Middle East & North Africa
Djibouti,1986,6.21,55.8,430367,131.7,3616,Middle East & North Africa
Djibouti,1987,6.19,56.0,464202,128.3,3532,Middle East & North Africa
Djibouti,1988,6.17,56.3,500876,125.1,3364,Middle East & North Africa
Djibouti,1989,6.14,56.5,534862,122.0,3165,Middle East & North Africa
Djibouti,1990,6.09,56.7,562290,119.4,3050,Middle East & North Africa
Djibouti,1991,6.00,56.8,581641,117.0,2811,Middle East & North Africa
Djibouti,1992,5.88,56.9,594437,115.0,2736,Middle East & North Africa
Djibouti,1993,5.73,57.0,603534,113.2,2505,Middle East & North Africa
Djibouti,1994,5.55,57.1,613219,111.5,2440,Middle East & North Africa
Djibouti,1995,5.35,57.1,626537,110.2,2315,Middle East & North Africa
Djibouti,1996,5.15,57.1,644434,108.5,2181,Middle East & North Africa
Djibouti,1997,4.95,57.0,665755,106.8,2127,Middle East & North Africa
Djibouti,1998,4.77,57.0,688940,104.9,2092,Middle East & North Africa
Djibouti,1999,4.61,57.0,711573,102.9,2103,Middle East & North Africa
Djibouti,2000,4.47,57.0,731930,100.8,2079,Middle East & North Africa
Djibouti,2001,4.35,57.1,749604,98.4,2090,Middle East & North Africa
Djibouti,2002,4.25,57.2,765283,96.0,2114,Middle East & North Africa
Djibouti,2003,4.16,57.4,779640,93.5,2150,Middle East & North Africa
Djibouti,2004,4.07,57.7,793738,91.0,2202,Middle East & North Africa
Djibouti,2005,3.99,58.0,808367,88.5,2240,Middle East & North Africa
Djibouti,2006,3.91,58.4,823682,86.0,2315,Middle East & North Africa
Djibouti,2007,3.83,58.8,839453,83.5,2399,Middle East & North Africa
Djibouti,2008,3.76,59.3,855636,81.0,2502,Middle East & North Africa
Djibouti,2009,3.68,59.8,872090,78.5,2590,Middle East & North Africa
Djibouti,2010,3.60,60.3,888716,76.1,2665,Middle East & North Africa
Djibouti,2011,3.53,60.8,905564,73.9,2767,Middle East & North Africa
Djibouti,2012,3.46,61.3,922708,71.7,2807,Middle East & North Africa
Djibouti,2013,3.39,61.8,940090,69.5,2903,Middle East & North Africa
Dominican Rep.,1964,7.19,54.6,3772937,,,America
Dominican Rep.,1965,7.05,55.3,3893484,,,America
Dominican Rep.,1966,6.90,56.0,4015213,,,America
Dominican Rep.,1967,6.74,56.6,4137994,,,America
Dominican Rep.,1968,6.56,57.3,4261702,,,America
Dominican Rep.,1969,6.38,57.9,4386255,,,America
Dominican Rep.,1970,6.18,58.5,4511577,,,America
Dominican Rep.,1971,5.98,59.0,4637627,,,America
Dominican Rep.,1972,5.78,59.6,4764319,,,America
Dominican Rep.,1973,5.58,60.1,4891500,,,America
Dominican Rep.,1974,5.38,60.5,5019002,,,America
Dominican Rep.,1975,5.19,61.0,5146742,,,America
Dominican Rep.,1976,5.01,61.4,5274591,,,America
Dominican Rep.,1977,4.85,61.8,5402683,,,America
Dominican Rep.,1978,4.69,62.2,5531528,,,America
Dominican Rep.,1979,4.55,62.6,5661827,,,America
Dominican Rep.,1980,4.42,63.0,5794074,,,America
Dominican Rep.,1981,4.30,63.4,5928429,,,America
Dominican Rep.,1982,4.19,63.8,6064722,,,America
Dominican Rep.,1983,4.08,64.2,6202698,,,America
Dominican Rep.,1984,3.98,64.7,6341950,,,America
Dominican Rep.,1985,3.88,65.2,6482152,,,America
Dominican Rep.,1986,3.78,65.7,6623094,,,America
Dominican Rep.,1987,3.70,66.3,6764750,,,America
Dominican Rep.,1988,3.61,66.8,6907171,,,America
Dominican Rep.,1989,3.54,67.3,7050480,,,America
Dominican Rep.,1990,3.47,67.9,7194666,,,America
Dominican Rep.,1991,3.40,68.3,7339826,,,America
Dominican Rep.,1992,3.33,68.7,7485619,,,America
Dominican Rep.,1993,3.26,69.1,7631076,,,America
Dominican Rep.,1994,3.20,69.4,7774932,,,America
Dominican Rep.,1995,3.13,69.6,7916309,,,America
Dominican Rep.,1996,3.07,69.8,8054768,,,America
Dominican Rep.,1997,3.01,70.0,8190620,,,America
Dominican Rep.,1998,2.97,70.2,8324680,,,America
Dominican Rep.,1999,2.93,70.4,8458164,,,America
Dominican Rep.,2000,2.89,70.6,8591967,,,America
Dominican Rep.,2001,2.86,70.8,8726256,,,America
Dominican Rep.,2002,2.84,71.0,8860760,,,America
Dominican Rep.,2003,2.81,71.2,8995398,,,America
Dominican Rep.,2004,2.78,71.4,9129965,,,America
Dominican Rep.,2005,2.75,71.6,9264267,,,America
Dominican Rep.,2006,2.72,71.8,9398285,,,America
Dominican Rep.,2007,2.69,72.1,9531954,,,America
Dominican Rep.,2008,2.65,72.3,9664948,,,America
Dominican Rep.,2009,2.62,72.5,9796852,,,America
Dominican Rep.,2010,2.58,72.7,9927320,,,America
Dominican Rep.,2011,2.55,73.0,10056181,,,America
Dominican Rep.,2012,2.52,73.2,10183339,,,America
Dominican Rep.,2013,2.48,73.4,10308609,,,America
Ecuador,1964,6.59,55.4,4994917,159.9,4786,America
Ecuador,1965,6.55,55.8,5146294,155.6,5108,America
Ecuador,1966,6.49,56.2,5302370,151.8,5102,America
Ecuador,1967,6.42,56.6,5463176,148.2,5226,America
Ecuador,1968,6.34,57.0,5628565,144.9,5364,America
Ecuador,1969,6.24,57.4,5798368,141.4,5501,America
Ecuador,1970,6.13,57.8,5972464,138.0,5723,America
Ecuador,1971,6.01,58.2,6150690,134.3,5866,America
Ecuador,1972,5.87,58.7,6333049,130.3,6035,America
Ecuador,1973,5.74,59.1,6519792,126.0,6580,America
Ecuador,1974,5.59,59.6,6711284,121.3,6752,America
Ecuador,1975,5.45,60.1,6907740,116.6,6891,America
Ecuador,1976,5.30,60.6,7109119,111.8,7330,America
Ecuador,1977,5.16,61.1,7315156,107.2,7560,America
Ecuador,1978,5.02,61.7,7525548,102.6,7844,America
Ecuador,1979,4.88,62.3,7739894,98.3,8023,America
Ecuador,1980,4.74,62.9,7957811,93.9,8145,America
Ecuador,1981,4.62,63.6,8178948,89.5,8231,America
Ecuador,1982,4.51,64.2,8403034,85.0,8083,America
Ecuador,1983,4.40,64.8,8629832,80.7,7689,America
Ecuador,1984,4.31,65.4,8859125,76.6,7777,America
Ecuador,1985,4.22,66.1,9090592,72.7,7880,America
Ecuador,1986,4.13,66.7,9323745,69.1,7887,America
Ecuador,1987,4.04,67.2,9557974,65.7,7189,America
Ecuador,1988,3.96,67.8,9792658,62.6,7739,America
Ecuador,1989,3.86,68.3,10027109,59.7,7540,America
Ecuador,1990,3.77,68.8,10260587,56.9,7542,America
Ecuador,1991,3.67,69.3,10493498,54.1,7685,America
Ecuador,1992,3.58,69.8,10725281,51.5,7672,America
Ecuador,1993,3.49,70.3,10953182,48.8,7652,America
Ecuador,1994,3.41,70.8,11173647,46.3,7805,America
Ecuador,1995,3.34,71.2,11384506,43.9,7811,America
Ecuador,1996,3.27,71.7,11584074,41.6,7781,America
Ecuador,1997,3.21,72.1,11774005,39.6,7951,America
Ecuador,1998,3.16,72.6,11959586,37.7,8045,America
Ecuador,1999,3.11,73.0,12148188,35.9,7511,America
Ecuador,2000,3.07,73.4,12345023,34.4,7444,America
Ecuador,2001,3.03,73.7,12552036,33.1,7593,America
Ecuador,2002,2.98,74.0,12767415,31.9,7753,America
Ecuador,2003,2.94,74.2,12987992,30.9,7814,America
Ecuador,2004,2.90,74.4,13208869,30.0,8300,America
Ecuador,2005,2.85,74.6,13426402,29.1,8582,America
Ecuador,2006,2.81,74.8,13639708,28.3,8802,America
Ecuador,2007,2.77,75.0,13849721,27.5,8840,America
Ecuador,2008,2.73,75.2,14056740,26.8,9244,America
Ecuador,2009,2.69,75.4,14261566,26.0,9143,America
Ecuador,2010,2.66,75.6,14464739,25.2,9311,America
Ecuador,2011,2.62,75.9,14666055,24.5,9882,America
Ecuador,2012,2.59,76.2,14864987,23.7,10233,America
Ecuador,2013,2.56,76.5,15061398,23.0,10541,America
Egypt,1964,6.47,50.1,30970067,274.8,2443,Middle East & North Africa
Egypt,1965,6.41,50.6,31771227,266.9,2509,Middle East & North Africa
Egypt,1966,6.33,51.0,32586961,260.3,2447,Middle East & North Africa
Egypt,1967,6.24,51.3,33415926,254.8,2377,Middle East & North Africa
Egypt,1968,6.14,51.6,34252634,250.2,2460,Middle East & North Africa
Egypt,1969,6.04,51.9,35089893,246.4,2614,Middle East & North Africa
Egypt,1970,5.94,52.2,35923283,242.9,3055,Middle East & North Africa
Egypt,1971,5.85,52.5,36751162,239.4,3090,Middle East & North Africa
Egypt,1972,5.76,52.9,37577248,235.2,3140,Middle East & North Africa
Egypt,1973,5.69,53.4,38409289,229.7,3095,Middle East & North Africa
Egypt,1974,5.63,54.1,39258086,222.9,3105,Middle East & North Africa
Egypt,1975,5.59,54.7,40132189,214.7,3193,Middle East & North Africa
Egypt,1976,5.55,55.5,41033408,205.7,3552,Middle East & North Africa
Egypt,1977,5.51,56.3,41961731,196.2,3745,Middle East & North Africa
Egypt,1978,5.47,57.0,42921556,186.6,3953,Middle East & North Africa
Egypt,1979,5.42,57.7,43917526,177.0,4262,Middle East & North Africa
Egypt,1980,5.37,58.4,44952497,167.6,4580,Middle East & North Africa
Egypt,1981,5.31,59.0,46025305,158.1,4553,Middle East & North Africa
Egypt,1982,5.25,59.7,47133557,148.4,4757,Middle East & North Africa
Egypt,1983,5.19,60.4,48276547,138.5,5044,Middle East & North Africa
Egypt,1984,5.12,61.1,49453054,128.5,5303,Middle East & North Africa
Egypt,1985,5.05,61.8,50659625,118.8,5539,Middle East & North Africa
Egypt,1986,4.95,62.5,51899728,110.1,5658,Middle East & North Africa
Egypt,1987,4.83,63.1,53166492,102.5,5774,Middle East & North Africa
Egypt,1988,4.68,63.7,54433720,96.0,5886,Middle East & North Africa
Egypt,1989,4.52,64.2,55667119,90.6,5933,Middle East & North Africa
Egypt,1990,4.35,64.6,56843275,85.9,6020,Middle East & North Africa
Egypt,1991,4.18,65.0,57952386,81.7,5974,Middle East & North Africa
Egypt,1992,4.02,65.4,59004372,77.5,6134,Middle East & North Africa
Egypt,1993,3.88,65.9,60020423,73.3,6212,Middle East & North Africa
Egypt,1994,3.76,66.3,61032081,68.9,6360,Middle East & North Africa
Egypt,1995,3.66,66.8,62063810,64.6,6553,Middle East & North Africa
Egypt,1996,3.58,67.3,63120498,60.4,6774,Middle East & North Africa
Egypt,1997,3.51,67.7,64199588,56.5,7036,Middle East & North Africa
Egypt,1998,3.44,68.1,65309201,52.8,7207,Middle East & North Africa
Egypt,1999,3.37,68.4,66457136,49.5,7528,Middle East & North Africa
Egypt,2000,3.31,68.6,67648419,46.5,7807,Middle East & North Africa
Egypt,2001,3.24,68.8,68888032,43.8,7955,Middle East & North Africa
Egypt,2002,3.18,69.0,70174632,41.4,8013,Middle East & North Africa
Egypt,2003,3.13,69.1,71498433,39.2,8134,Middle East & North Africa
Egypt,2004,3.09,69.3,72844998,37.3,8328,Middle East & North Africa
Egypt,2005,3.05,69.5,74203215,35.6,8556,Middle East & North Africa
Egypt,2006,3.02,69.6,75568453,34.1,8990,Middle East & North Africa
Egypt,2007,2.99,69.8,76941572,32.7,9467,Middle East & North Africa
Egypt,2008,2.95,70.0,78323298,31.4,9974,Middle East & North Africa
Egypt,2009,2.92,70.3,79716203,30.2,10267,Middle East & North Africa
Egypt,2010,2.88,70.5,81121077,29.0,10615,Middle East & North Africa
Egypt,2011,2.85,70.7,82536770,27.9,10629,Middle East & North Africa
Egypt,2012,2.81,70.9,83958369,26.8,10683,Middle East & North Africa
Egypt,2013,2.77,71.2,85378440,25.8,10731,Middle East & North Africa
El Salvador,1964,6.70,54.0,3146076,172.7,4585,America
El Salvador,1965,6.64,54.5,3244774,169.5,4671,America
El Salvador,1966,6.57,55.0,3342957,166.4,4819,America
El Salvador,1967,6.49,55.4,3440705,163.5,4906,America
El Salvador,1968,6.40,55.8,3538389,160.7,4882,America
El Salvador,1969,6.30,56.2,3636782,158.0,4863,America
El Salvador,1970,6.20,56.5,3736311,155.1,4810,America
El Salvador,1971,6.11,56.7,3836884,152.1,4878,America
El Salvador,1972,6.01,56.9,3937757,148.9,5033,America
El Salvador,1973,5.91,57.0,4037935,145.5,5119,America
El Salvador,1974,5.82,57.1,4136133,141.7,5312,America
El Salvador,1975,5.72,57.1,4231358,137.4,5448,America
El Salvador,1976,5.62,57.0,4323383,132.7,5498,America
El Salvador,1977,5.51,56.9,4412237,127.8,5659,America
El Salvador,1978,5.39,56.7,4497535,122.4,5867,America
El Salvador,1979,5.27,56.6,4578922,116.7,5618,America
El Salvador,1980,5.14,56.5,4656263,110.7,5064,America
El Salvador,1981,5.00,56.7,4729467,104.5,4692,America
El Salvador,1982,4.87,57.0,4798918,98.2,4463,America
El Salvador,1983,4.74,57.7,4865611,92.0,4436,America
El Salvador,1984,4.61,58.5,4930893,86.0,4459,America
El Salvador,1985,4.49,59.6,4995888,80.4,4478,America
El Salvador,1986,4.37,60.9,5060307,75.2,4434,America
El Salvador,1987,4.26,62.2,5124240,70.6,4457,America
El Salvador,1988,4.15,63.6,5189565,66.5,4449,America
El Salvador,1989,4.05,64.8,5258654,62.8,4408,America
El Salvador,1990,3.95,65.9,5332842,59.4,4454,America
El Salvador,1991,3.86,66.8,5413269,56.3,4545,America
El Salvador,1992,3.78,67.6,5498489,53.2,4811,America
El Salvador,1993,3.70,68.2,5584047,50.3,5086,America
El Salvador,1994,3.61,68.6,5663820,47.4,5318,America
El Salvador,1995,3.53,68.9,5733401,44.5,5589,America
El Salvador,1996,3.43,69.1,5791403,41.7,5626,America
El Salvador,1997,3.32,69.2,5839103,39.1,5817,America
El Salvador,1998,3.20,69.4,5878097,36.6,5994,America
El Salvador,1999,3.07,69.5,5911094,34.4,6165,America
El Salvador,2000,2.93,69.7,5940305,32.4,6266,America
El Salvador,2001,2.80,69.9,5966027,30.6,6345,America
El Salvador,2002,2.68,70.1,5988233,29.0,6469,America
El Salvador,2003,2.58,70.3,6008523,27.5,6595,America
El Salvador,2004,2.50,70.5,6028792,26.1,6693,America
El Salvador,2005,2.43,70.8,6050513,24.8,6907,America
El Salvador,2006,2.39,71.0,6074487,23.6,7148,America
El Salvador,2007,2.35,71.2,6100868,22.6,7391,America
El Salvador,2008,2.32,71.4,6129628,21.6,7450,America
El Salvador,2009,2.29,71.6,6160423,20.8,7180,America
El Salvador,2010,2.26,71.9,6192993,20.0,7237,America
El Salvador,2011,2.24,72.1,6227491,19.3,7352,America
El Salvador,2012,2.21,72.4,6264129,18.6,7442,America
El Salvador,2013,2.18,72.6,6302723,18.0,7515,America
Equatorial Guinea,1964,5.57,37.9,264745,274.5,1041,Sub-Saharan Africa
Equatorial Guinea,1965,5.60,38.2,269429,268.4,1169,Sub-Saharan Africa
Equatorial Guinea,1966,5.62,38.5,275472,262.3,1203,Sub-Saharan Africa
Equatorial Guinea,1967,5.64,38.8,282446,256.2,1268,Sub-Saharan Africa
Equatorial Guinea,1968,5.66,39.1,288703,250.4,1296,Sub-Saharan Africa
Equatorial Guinea,1969,5.67,39.5,292015,244.2,1242,Sub-Saharan Africa
Equatorial Guinea,1970,5.68,39.8,290907,239.2,1193,Sub-Saharan Africa
Equatorial Guinea,1971,5.68,40.1,284913,234.5,1081,Sub-Saharan Africa
Equatorial Guinea,1972,5.68,40.4,274893,230.2,933,Sub-Saharan Africa
Equatorial Guinea,1973,5.68,40.7,262377,229.3,971,Sub-Saharan Africa
Equatorial Guinea,1974,5.68,40.9,249569,228.5,1029,Sub-Saharan Africa
Equatorial Guinea,1975,5.67,41.3,238240,227.6,1181,Sub-Saharan Africa
Equatorial Guinea,1976,5.68,41.6,228534,226.8,1325,Sub-Saharan Africa
Equatorial Guinea,1977,5.68,41.9,220448,226.0,1331,Sub-Saharan Africa
Equatorial Guinea,1978,5.69,42.2,215415,225.1,1436,Sub-Saharan Africa
Equatorial Guinea,1979,5.71,42.6,215116,224.3,1407,Sub-Saharan Africa
Equatorial Guinea,1980,5.73,43.0,220582,234.8,1349,Sub-Saharan Africa
Equatorial Guinea,1981,5.75,43.3,232676,228.7,1301,Sub-Saharan Africa
Equatorial Guinea,1982,5.78,43.7,250712,221.8,1290,Sub-Saharan Africa
Equatorial Guinea,1983,5.80,44.1,272217,217.5,1248,Sub-Saharan Africa
Equatorial Guinea,1984,5.83,44.4,293701,213.1,1169,Sub-Saharan Africa
Equatorial Guinea,1985,5.85,44.8,312634,209.1,1240,Sub-Saharan Africa
Equatorial Guinea,1986,5.87,45.1,328119,205.1,1154,Sub-Saharan Africa
Equatorial Guinea,1987,5.88,45.5,340825,201.4,1161,Sub-Saharan Africa
Equatorial Guinea,1988,5.89,45.9,351694,197.5,1155,Sub-Saharan Africa
Equatorial Guinea,1989,5.90,46.2,362325,193.6,1108,Sub-Saharan Africa
Equatorial Guinea,1990,5.90,46.5,373887,189.5,1050,Sub-Saharan Africa
Equatorial Guinea,1991,5.90,46.8,386536,185.8,1005,Sub-Saharan Africa
Equatorial Guinea,1992,5.90,47.1,399843,182.0,1310,Sub-Saharan Africa
Equatorial Guinea,1993,5.90,47.3,413730,178.3,1406,Sub-Saharan Africa
Equatorial Guinea,1994,5.90,47.5,428005,174.6,1586,Sub-Saharan Africa
Equatorial Guinea,1995,5.90,47.6,442527,171.2,1803,Sub-Saharan Africa
Equatorial Guinea,1996,5.89,47.7,457321,167.6,2907,Sub-Saharan Africa
Equatorial Guinea,1997,5.87,47.7,472486,163.9,7037,Sub-Saharan Africa
Equatorial Guinea,1998,5.85,47.7,488039,160.1,8437,Sub-Saharan Africa
Equatorial Guinea,1999,5.81,47.7,504001,156.1,10273,Sub-Saharan Africa
Equatorial Guinea,2000,5.77,47.7,520380,152.1,11768,Sub-Saharan Africa
Equatorial Guinea,2001,5.73,47.8,537195,147.9,18637,Sub-Saharan Africa
Equatorial Guinea,2002,5.68,47.9,554429,143.8,21586,Sub-Saharan Africa
Equatorial Guinea,2003,5.63,48.1,571999,139.6,23856,Sub-Saharan Africa
Equatorial Guinea,2004,5.57,48.4,589794,135.4,31942,Sub-Saharan Africa
Equatorial Guinea,2005,5.52,48.8,607739,131.2,36200,Sub-Saharan Africa
Equatorial Guinea,2006,5.46,49.3,625777,126.9,33468,Sub-Saharan Africa
Equatorial Guinea,2007,5.39,49.8,643936,122.7,36788,Sub-Saharan Africa
Equatorial Guinea,2008,5.31,50.3,662327,118.4,40143,Sub-Saharan Africa
Equatorial Guinea,2009,5.23,50.9,681115,114.6,35880,Sub-Saharan Africa
Equatorial Guinea,2010,5.14,51.5,700401,110.9,34431,Sub-Saharan Africa
Equatorial Guinea,2011,5.04,52.0,720213,107.3,35150,Sub-Saharan Africa
Equatorial Guinea,2012,4.95,52.6,740471,103.7,35282,Sub-Saharan Africa
Equatorial Guinea,2013,4.85,53.1,761050,100.3,32654,Sub-Saharan Africa
Eritrea,1964,6.78,38.4,1577613,259.3,937,Sub-Saharan Africa
Eritrea,1965,6.75,38.7,1619301,251.6,974,Sub-Saharan Africa
Eritrea,1966,6.73,39.1,1662247,244.2,998,Sub-Saharan Africa
Eritrea,1967,6.71,39.4,1706539,236.9,1039,Sub-Saharan Africa
Eritrea,1968,6.69,39.8,1752123,229.9,1068,Sub-Saharan Africa
Eritrea,1969,6.67,40.2,1798934,223.1,1080,Sub-Saharan Africa
Eritrea,1970,6.65,40.5,1847000,221.4,1037,Sub-Saharan Africa
Eritrea,1971,6.64,40.9,1896028,219.5,1054,Sub-Saharan Africa
Eritrea,1972,6.63,41.3,1946213,217.7,1068,Sub-Saharan Africa
Eritrea,1973,6.62,41.6,1998632,215.5,1061,Sub-Saharan Africa
Eritrea,1974,6.62,41.9,2054727,213.1,1035,Sub-Saharan Africa
Eritrea,1975,6.61,42.2,2115400,208.8,965,Sub-Saharan Africa
Eritrea,1976,6.62,42.5,2181178,204.7,948,Sub-Saharan Africa
Eritrea,1977,6.62,42.7,2251397,200.8,931,Sub-Saharan Africa
Eritrea,1978,6.62,42.9,2324290,197.1,864,Sub-Saharan Africa
Eritrea,1979,6.63,43.1,2397387,193.9,940,Sub-Saharan Africa
Eritrea,1980,6.63,43.3,2468902,191.0,942,Sub-Saharan Africa
Eritrea,1981,6.63,43.6,2537333,188.2,943,Sub-Saharan Africa
Eritrea,1982,6.62,43.8,2602966,185.3,925,Sub-Saharan Africa
Eritrea,1983,6.61,44.2,2667868,182.3,966,Sub-Saharan Africa
Eritrea,1984,6.59,44.6,2735121,179.1,913,Sub-Saharan Africa
Eritrea,1985,6.57,45.0,2806456,175.7,783,Sub-Saharan Africa
Eritrea,1986,6.55,45.6,2884388,171.8,831,Sub-Saharan Africa
Eritrea,1987,6.54,46.2,2967048,167.5,915,Sub-Saharan Africa
Eritrea,1988,6.52,46.8,3046674,162.7,891,Sub-Saharan Africa
Eritrea,1989,6.50,47.5,3112654,157.3,858,Sub-Saharan Africa
Eritrea,1990,6.49,48.2,3158295,151.4,850,Sub-Saharan Africa
Eritrea,1991,6.47,49.0,3180430,145.0,939,Sub-Saharan Africa
Eritrea,1992,6.44,49.9,3184019,138.2,1040,Sub-Saharan Africa
Eritrea,1993,6.40,50.7,3180541,131.2,1175,Sub-Saharan Africa
Eritrea,1994,6.35,51.6,3186063,124.1,1416,Sub-Saharan Africa
Eritrea,1995,6.29,52.5,3212503,117.3,1438,Sub-Saharan Africa
Eritrea,1996,6.23,53.3,3263016,110.8,1542,Sub-Saharan Africa
Eritrea,1997,6.16,54.1,3335157,104.8,1623,Sub-Saharan Africa
Eritrea,1998,6.09,54.8,3428264,99.2,1603,Sub-Saharan Africa
Eritrea,1999,6.02,55.5,3539885,94.0,1550,Sub-Saharan Africa
Eritrea,2000,5.94,56.1,3667576,89.1,1446,Sub-Saharan Africa
Eritrea,2001,5.86,56.7,3812473,84.6,1511,Sub-Saharan Africa
Eritrea,2002,5.77,57.2,3973973,80.4,1491,Sub-Saharan Africa
Eritrea,2003,5.68,57.7,4145500,76.5,1389,Sub-Saharan Africa
Eritrea,2004,5.58,58.2,4318343,72.9,1351,Sub-Saharan Africa
Eritrea,2005,5.48,58.7,4486155,69.5,1332,Sub-Saharan Africa
Eritrea,2006,5.37,59.2,4645837,66.3,1272,Sub-Saharan Africa
Eritrea,2007,5.27,59.7,4798561,63.2,1246,Sub-Saharan Africa
Eritrea,2008,5.16,60.2,4947521,60.4,1088,Sub-Saharan Africa
Eritrea,2009,5.06,60.8,5097998,57.9,1095,Sub-Saharan Africa
Eritrea,2010,4.97,61.3,5253676,55.6,1083,Sub-Saharan Africa
Eritrea,2011,4.88,61.8,5415280,53.5,1139,Sub-Saharan Africa
Eritrea,2012,4.79,62.3,5580862,51.6,1180,Sub-Saharan Africa
Eritrea,2013,4.70,62.9,5748304,49.7,1157,Sub-Saharan Africa
Estonia,1964,1.95,70.6,1275487,36.2,7728,Europe & Central Asia
Estonia,1965,1.97,70.7,1290996,30.0,8069,Europe & Central Asia
Estonia,1966,1.99,70.7,1306197,28.8,8368,Europe & Central Asia
Estonia,1967,2.01,71.0,1321132,27.8,8647,Europe & Central Asia
Estonia,1968,2.04,70.6,1335846,28.0,9066,Europe & Central Asia
Estonia,1969,2.07,70.3,1350454,25.9,9109,Europe & Central Asia
Estonia,1970,2.10,70.4,1365002,27.2,9721,Europe & Central Asia
Estonia,1971,2.12,70.6,1379574,26.3,9885,Europe & Central Asia
Estonia,1972,2.13,70.4,1394029,24.1,9844,Europe & Central Asia
Estonia,1973,2.13,70.7,1407932,24.3,10573,Europe & Central Asia
Estonia,1974,2.13,70.8,1420709,26.7,10839,Europe & Central Asia
Estonia,1975,2.11,70.1,1431998,26.2,10829,Europe & Central Asia
Estonia,1976,2.10,69.7,1441551,26.4,11297,Europe & Central Asia
Estonia,1977,2.08,69.9,1449609,27.2,11525,Europe & Central Asia
Estonia,1978,2.07,69.7,1456892,25.5,11778,Europe & Central Asia
Estonia,1979,2.06,69.5,1464417,27.7,11690,Europe & Central Asia
Estonia,1980,2.06,69.6,1472898,27.1,11676,Europe & Central Asia
Estonia,1981,2.08,69.5,1482176,26.2,11753,Europe & Central Asia
Estonia,1982,2.10,69.9,1491897,25.3,12010,Europe & Central Asia
Estonia,1983,2.13,69.8,1502292,24.5,12358,Europe & Central Asia
Estonia,1984,2.17,69.7,1513617,23.8,12470,Europe & Central Asia
Estonia,1985,2.19,69.8,1525790,23.1,12540,Europe & Central Asia
Estonia,1986,2.19,70.9,1539549,22.6,13014,Europe & Central Asia
Estonia,1987,2.17,70.9,1554175,22.0,13144,Europe & Central Asia
Estonia,1988,2.12,71.0,1566396,21.5,13392,Europe & Central Asia
